Restaurant ID,Restaurant Name,City,Locality,Locality Verbose,Cuisines,Cost_for_Two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes,Primary Cuisine,Cost Category
800891,The Cherry Tree Cafe,Lucknow,Hazratganj,"Hazratganj, Lucknow","Cafe, Bakery",400,Indian Rupees(Rs.),0,0,0,2,4.1,Green,Very Good,288,Cafe,Midrange
800326,Royal Sky,Lucknow,Lalbagh,"Lalbagh, Lucknow","North Indian, Mughlai, Chinese, Continental",1100,Indian Rupees(Rs.),0,0,0,3,4.2,Green,Very Good,762,North Indian,Premium
801384,L 14 - Renaissance Lucknow Hotel,Lucknow,Renaissance Lucknow Hotel,"Renaissance Lucknow Hotel, Lucknow","North Indian, Continental, South Indian, Chinese, Thai, Asian",2000,Indian Rupees(Rs.),0,0,0,4,4.2,Green,Very Good,149,North Indian,Premium
800089,Barbeque Nation,Lucknow,"Riverside Mall, Gomti Nagar","Riverside Mall, Gomti Nagar, Lucknow",North Indian,1600,Indian Rupees(Rs.),0,0,0,4,4.7,Dark Green,Excellent,1069,North Indian,Premium
801247,Colours By Royal Cafe - Royal Inn,Lucknow,"Royal Inn, Hazratganj","Royal Inn, Hazratganj, Lucknow","North Indian, Mughlai, Chinese",1000,Indian Rupees(Rs.),0,0,0,3,4.2,Green,Very Good,411,North Indian,Premium
800576,Cappuccino Blast,Lucknow,Sadar Bazaar,"Sadar Bazaar, Lucknow","Cafe, Fast Food",700,Indian Rupees(Rs.),0,0,0,2,4.0,Green,Very Good,587,Cafe,Premium
15239,Basant Restaurant,Ludhiana,"A Hotel, Gurdev Nagar","A Hotel, Gurdev Nagar, Ludhiana","North Indian, Chinese, Fast Food",800,Indian Rupees(Rs.),0,0,0,2,3.6,Yellow,Good,93,North Indian,Premium
18444271,Hawai Adda,Ludhiana,Aggar Nagar,"Aggar Nagar, Ludhiana","North Indian, Chinese, Continental",1500,Indian Rupees(Rs.),0,0,0,3,3.5,Yellow,Good,17,North Indian,Premium
15005,Indian Summer,Ludhiana,Brs Nagar,"Brs Nagar, Ludhiana","North Indian, Chinese",1400,Indian Rupees(Rs.),0,0,0,3,4.1,Green,Very Good,191,North Indian,Premium
15221,Basant,Ludhiana,Civil Lines,"Civil Lines, Ludhiana","North Indian, Chinese, South Indian, Fast Food",400,Indian Rupees(Rs.),0,0,0,1,3.9,Yellow,Good,109,North Indian,Midrange
15292,Bistro 226,Ludhiana,Civil Lines,"Civil Lines, Ludhiana","Italian, Continental, North Indian, Cafe",1400,Indian Rupees(Rs.),0,0,0,3,4.2,Green,Very Good,217,Italian,Premium
15309,Mocha,Ludhiana,Gurdev Nagar,"Gurdev Nagar, Ludhiana",Cafe,800,Indian Rupees(Rs.),0,0,0,2,3.7,Yellow,Good,153,Cafe,Premium
18400368,Pirates Of Grill,Ludhiana,Gurdev Nagar,"Gurdev Nagar, Ludhiana","North Indian, Mughlai",1300,Indian Rupees(Rs.),0,0,0,3,3.9,Yellow,Good,41,North Indian,Premium
15132,Bistro Flamme Bois,Ludhiana,Gurdev Nagar,"Gurdev Nagar, Ludhiana","Italian, Continental, Mexican, Lebanese",1500,Indian Rupees(Rs.),0,0,0,3,4.1,Green,Very Good,178,Italian,Premium
15705,Kitchen At 95 - Hyatt Regency,Ludhiana,"Hyatt Regency, Rajguru Nagar","Hyatt Regency, Rajguru Nagar, Ludhiana","Mediterranean, Chinese, Continental",2000,Indian Rupees(Rs.),0,0,0,4,4.3,Green,Very Good,87,Mediterranean,Premium
15078,Domino'S Pizza,Ludhiana,"Main Market, Sarabha Nagar","Main Market, Sarabha Nagar, Ludhiana","Pizza, Fast Food",700,Indian Rupees(Rs.),0,0,0,2,3.6,Yellow,Good,86,Pizza,Premium
15104,Nando'S,Ludhiana,"Main Market, Sarabha Nagar","Main Market, Sarabha Nagar, Ludhiana","Portuguese, African",1200,Indian Rupees(Rs.),0,0,0,3,3.8,Yellow,Good,156,Portuguese,Premium
15774,Belfrance Luxury Chocolates,Ludhiana,"Main Market, Sarabha Nagar","Main Market, Sarabha Nagar, Ludhiana","Cafe, Continental, Italian, Bakery",1100,Indian Rupees(Rs.),0,0,0,3,4.4,Green,Very Good,138,Cafe,Premium
15008,Hot Breads,Ludhiana,"Main Market, Sarabha Nagar","Main Market, Sarabha Nagar, Ludhiana","Continental, Chinese, Italian, Bakery",800,Indian Rupees(Rs.),0,0,0,2,4.2,Green,Very Good,261,Continental,Premium
15321,The Yellow Chilli,Ludhiana,"Main Market, Sarabha Nagar","Main Market, Sarabha Nagar, Ludhiana","Mughlai, North Indian, Chinese",1200,Indian Rupees(Rs.),0,0,0,3,4.4,Green,Very Good,325,Mughlai,Premium
15368,Spice Cube,Ludhiana,Pau,"Pau, Ludhiana","North Indian, Chinese, Continental",1000,Indian Rupees(Rs.),0,0,0,3,3.5,Yellow,Good,116,North Indian,Premium
15853,Barbeque Nation,Ludhiana,Rajguru Nagar,"Rajguru Nagar, Ludhiana","North Indian, Chinese, Continental",1400,Indian Rupees(Rs.),0,0,0,3,3.9,Yellow,Good,80,North Indian,Premium
15497,Nik Bakers,Ludhiana,Sarabha Nagar,"Sarabha Nagar, Ludhiana","Cafe, Bakery, Desserts",800,Indian Rupees(Rs.),0,0,0,2,4.2,Green,Very Good,210,Cafe,Premium
15091,Aman Chicken,Ludhiana,Shastri Nagar,"Shastri Nagar, Ludhiana","North Indian, Mughlai",800,Indian Rupees(Rs.),0,0,0,2,4.6,Dark Green,Excellent,196,North Indian,Premium
15777,District 6,Ludhiana,"Silver Arc Mall, Gurdev Nagar","Silver Arc Mall, Gurdev Nagar, Ludhiana","European, Chinese",1600,Indian Rupees(Rs.),0,0,0,3,3.8,Yellow,Good,53,European,Premium
15717,The Brewmaster - The Mix Fine Dine,Ludhiana,"Westend Mall, Rajguru Nagar","Westend Mall, Rajguru Nagar, Ludhiana","North Indian, Continental",1500,Indian Rupees(Rs.),0,0,0,3,3.9,Yellow,Good,154,North Indian,Premium
3100446,#45,Mangalore,Attavar,"Attavar, Mangalore",Cafe,600,Indian Rupees(Rs.),0,0,0,2,3.6,Yellow,Good,209,Cafe,Midrange
3100159,Crave Desserts & Bakes,Mangalore,Balmatta,"Balmatta, Mangalore","Desserts, Bakery",200,Indian Rupees(Rs.),0,0,0,1,3.9,Yellow,Good,196,Desserts,Budget
3100010,Diesel Cafe,Mangalore,Balmatta,"Balmatta, Mangalore","American, Italian",900,Indian Rupees(Rs.),0,0,0,3,3.8,Yellow,Good,196,American,Premium
3100145,Froth On Top,Mangalore,Balmatta,"Balmatta, Mangalore","Chinese, Mangalorean",700,Indian Rupees(Rs.),0,0,0,2,3.7,Yellow,Good,355,Chinese,Premium
3100013,Hao Ming,Mangalore,Balmatta,"Balmatta, Mangalore",Chinese,600,Indian Rupees(Rs.),0,0,0,2,3.5,Yellow,Good,280,Chinese,Midrange
3100143,Kobe Sizzlers,Mangalore,Balmatta,"Balmatta, Mangalore","Continental, American",1000,Indian Rupees(Rs.),0,0,0,3,3.7,Yellow,Good,104,Continental,Premium
3100033,Liquid Lounge,Mangalore,Balmatta,"Balmatta, Mangalore","Finger Food, Continental, North Indian",800,Indian Rupees(Rs.),0,0,0,3,3.8,Yellow,Good,290,Finger Food,Premium
3100153,Maharaja Restaurant,Mangalore,Balmatta,"Balmatta, Mangalore","South Indian, North Indian",700,Indian Rupees(Rs.),0,0,0,2,3.6,Yellow,Good,275,South Indian,Premium
3100142,Giri Manja'S,Mangalore,Bhavathi,"Bhavathi, Mangalore",Seafood,500,Indian Rupees(Rs.),0,0,0,2,4.2,Green,Very Good,281,Seafood,Midrange
3100030,Kabab Studio,Mangalore,"Goldfinch Hotel, Balmatta","Goldfinch Hotel, Balmatta, Mangalore","North Indian, Mughlai",1500,Indian Rupees(Rs.),0,0,0,4,3.5,Yellow,Good,183,North Indian,Premium
18237384,Brio Cafe And Grill,Mangalore,Hampankatta,"Hampankatta, Mangalore","Cafe, Continental",500,Indian Rupees(Rs.),0,0,0,2,3.6,Yellow,Good,84,Cafe,Midrange
3100008,Gajalee Sea Food,Mangalore,Kadri,"Kadri, Mangalore","Seafood, North Indian",750,Indian Rupees(Rs.),0,0,0,3,3.9,Yellow,Good,257,Seafood,Premium
3100148,Smoke N Oven,Mangalore,Kadri,"Kadri, Mangalore","Pizza, Italian",600,Indian Rupees(Rs.),0,0,0,2,3.5,Yellow,Good,127,Pizza,Midrange
3100044,Village Restaurant,Mangalore,Kadri,"Kadri, Mangalore","Chinese, Continental, North Indian, Mughlai",1000,Indian Rupees(Rs.),0,0,0,3,3.7,Yellow,Good,260,Chinese,Premium
3100441,Barbeque Nation,Mangalore,Kankanady,"Kankanady, Mangalore","North Indian, Chinese",1600,Indian Rupees(Rs.),0,0,0,4,3.7,Yellow,Good,193,North Indian,Premium
3100302,Machali,Mangalore,Kodailbail,"Kodailbail, Mangalore",Seafood,800,Indian Rupees(Rs.),0,0,0,3,4.1,Green,Very Good,245,Seafood,Premium
3100422,Punjab Da Pind,Mangalore,Ks Rao Nagar,"Ks Rao Nagar, Mangalore","North Indian, Mughlai, Chinese, Mangalorean",1000,Indian Rupees(Rs.),0,0,0,3,3.7,Yellow,Good,173,North Indian,Premium
3100014,Sizzler'S Ranch,Mangalore,Lalbagh,"Lalbagh, Mangalore",Continental,700,Indian Rupees(Rs.),0,0,0,2,3.8,Yellow,Good,328,Continental,Premium
3100448,Spindrift,Mangalore,Lalbagh,"Lalbagh, Mangalore","North Indian, Italian, Finger Food",700,Indian Rupees(Rs.),0,0,0,2,3.9,Yellow,Good,156,North Indian,Premium
3100017,Sagar Ratna,Mangalore,"The Ocean Pearl, Kodailbail","The Ocean Pearl, Kodailbail, Mangalore","South Indian, North Indian, Chinese",500,Indian Rupees(Rs.),0,0,0,2,3.7,Yellow,Good,175,South Indian,Midrange
18424018,The Shooters Cafe,Mohali,Sector 70,"Sector 70, Mohali","Continental, North Indian",550,Indian Rupees(Rs.),0,1,0,2,4.3,Green,Very Good,99,Continental,Midrange
35217,Joey'S Pizza,Mumbai,Azad Nagar,"Azad Nagar, Mumbai",Pizza,800,Indian Rupees(Rs.),0,0,0,2,4.0,Green,Very Good,5145,Pizza,Premium
18447068,Cafe Hydro,Mumbai,Borivali East,"Borivali East, Mumbai",Asian,1000,Indian Rupees(Rs.),0,0,0,3,4.0,Green,Very Good,156,Asian,Premium
18458563,The American Joint,Mumbai,Borivali West,"Borivali West, Mumbai","Healthy Food, American, Burger, Salad",850,Indian Rupees(Rs.),1,0,0,2,3.4,Orange,Average,170,Healthy Food,Premium
18075122,The Fusion Kitchen,Mumbai,Borivali West,"Borivali West, Mumbai","North Indian, Italian, Chinese, Mexican",1000,Indian Rupees(Rs.),1,1,0,3,4.7,Dark Green,Excellent,2083,North Indian,Premium
18233317,145 Kala Ghoda,Mumbai,Fort,"Fort, Mumbai","Fast Food, Beverages, Desserts",1500,Indian Rupees(Rs.),0,0,0,3,4.2,Green,Very Good,1606,Fast Food,Premium
18237753,Tea Villa Cafe,Mumbai,"Hill Road, Bandra West","Hill Road, Bandra West, Mumbai","Cafe, Italian, Desserts, Fast Food, Chinese, Tea",1000,Indian Rupees(Rs.),1,1,0,3,4.1,Green,Very Good,2040,Cafe,Premium
18388642,Grandmama'S Cafe,Mumbai,Juhu,"Juhu, Mumbai","Continental, Italian",1100,Indian Rupees(Rs.),0,0,0,3,3.8,Yellow,Good,617,Continental,Premium
18463285,Mumbai Vibe,Mumbai,"Linking Road, Bandra West","Linking Road, Bandra West, Mumbai","Cafe, Continental, North Indian, Italian, Chinese, Bakery, Desserts, Finger Food",1000,Indian Rupees(Rs.),1,0,0,3,3.8,Yellow,Good,146,Cafe,Premium
16527711,The Rolling Pin,Mumbai,Lower Parel,"Lower Parel, Mumbai","Bakery, Desserts, Cafe",700,Indian Rupees(Rs.),0,1,0,2,3.9,Yellow,Good,2076,Bakery,Premium
18313566,Farzi Cafe,Mumbai,Lower Parel,"Lower Parel, Mumbai",Modern Indian,1500,Indian Rupees(Rs.),0,0,0,3,4.3,Green,Very Good,1240,Modern Indian,Premium
49003,Spiceklub,Mumbai,Lower Parel,"Lower Parel, Mumbai",North Indian,1500,Indian Rupees(Rs.),0,1,0,3,4.2,Green,Very Good,3370,North Indian,Premium
18441580,Tea Villa Cafe,Mumbai,"Majiwada, Thane West","Majiwada, Thane West, Mumbai","Cafe, Italian, Desserts, Fast Food, Chinese, Tea",1000,Indian Rupees(Rs.),1,0,0,3,3.9,Yellow,Good,317,Cafe,Premium
34757,Joey'S Pizza,Mumbai,Malad West,"Malad West, Mumbai",Pizza,800,Indian Rupees(Rs.),0,1,0,2,4.5,Dark Green,Excellent,2662,Pizza,Premium
18408295,Stacks And Racks,Mumbai,Malad West,"Malad West, Mumbai","American, Burger, Fast Food",500,Indian Rupees(Rs.),0,0,0,2,4.6,Dark Green,Excellent,413,American,Midrange
18216876,The English Department Bar & Diner,Mumbai,Malad West,"Malad West, Mumbai","Italian, Continental, Mexican, Japanese, American, British",1500,Indian Rupees(Rs.),1,0,0,3,3.9,Yellow,Good,885,Italian,Premium
17806994,Mirchi And Mime,Mumbai,Powai,"Powai, Mumbai","North Indian, South Indian, Mughlai",1500,Indian Rupees(Rs.),0,0,0,3,4.9,Dark Green,Excellent,3244,North Indian,Premium
18435740,38 Degree East,Mumbai,Powai,"Powai, Mumbai","North Indian, Chinese, Thai",1000,Indian Rupees(Rs.),1,0,0,3,3.8,Yellow,Good,181,North Indian,Premium
18318116,R' Adda,Mumbai,"Ramee Guestline Hotel, Juhu","Ramee Guestline Hotel, Juhu, Mumbai","Street Food, Burger, Desserts, Italian, Pizza, North Indian, European, Finger Food",1200,Indian Rupees(Rs.),0,0,0,3,4.0,Green,Very Good,536,Street Food,Premium
18270976,Tea Villa Cafe,Mumbai,"Versova, Andheri West","Versova, Andheri West, Mumbai","Cafe, Italian, Desserts, Fast Food, Chinese, Tea",1000,Indian Rupees(Rs.),1,1,0,3,4.1,Green,Very Good,1295,Cafe,Premium
49486,Tea Villa Cafe,Mumbai,Vile Parle East,"Vile Parle East, Mumbai","Cafe, Italian, Desserts, Fast Food, Chinese, Tea",1000,Indian Rupees(Rs.),1,1,0,3,3.6,Yellow,Good,1515,Cafe,Premium
3600252,Hotel Rrr Mysore,Mysore,Chamrajpura,"Chamrajpura, Mysore",Andhra,290,Indian Rupees(Rs.),0,0,0,1,3.4,Orange,Average,139,Andhra,Budget
3600265,Jalpaan Dining Saga,Mysore,Chamrajpura,"Chamrajpura, Mysore","North Indian, Chinese, Italian",900,Indian Rupees(Rs.),0,0,0,3,3.7,Yellow,Good,172,North Indian,Premium
3600375,The Old House,Mysore,Chamrajpura,"Chamrajpura, Mysore",Italian,800,Indian Rupees(Rs.),0,0,0,3,3.9,Yellow,Good,264,Italian,Premium
3600015,Vinayaka Mylari,Mysore,Doora,"Doora, Mysore",South Indian,300,Indian Rupees(Rs.),0,0,0,1,4.2,Green,Very Good,392,South Indian,Midrange
3600012,Empire Restaurant,Mysore,Gokulam,"Gokulam, Mysore","North Indian, Andhra, Mughlai",500,Indian Rupees(Rs.),0,0,0,2,3.7,Yellow,Good,393,North Indian,Midrange
3600013,Green Leaf,Mysore,Gokulam,"Gokulam, Mysore","North Indian, Chinese, South Indian",400,Indian Rupees(Rs.),0,0,0,2,3.5,Yellow,Good,214,North Indian,Midrange
3600071,Pakva Lounge,Mysore,Gokulam,"Gokulam, Mysore","Italian, North Indian, South Indian",650,Indian Rupees(Rs.),0,0,0,2,3.7,Yellow,Good,262,Italian,Midrange
3600192,Spring - Radisson Blu Plaza,Mysore,Ittige Gudu,"Ittige Gudu, Mysore","Continental, North Indian, South Indian",1700,Indian Rupees(Rs.),0,0,0,4,3.8,Yellow,Good,162,Continental,Premium
3600119,Big Chicken,Mysore,Jayalakhsmipuram,"Jayalakhsmipuram, Mysore","North Indian, Chinese",500,Indian Rupees(Rs.),0,0,0,2,3.5,Yellow,Good,160,North Indian,Midrange
3600352,Barbeque Nation,Mysore,Jayalakhsmipuram,"Jayalakhsmipuram, Mysore","North Indian, European, Mediterranean",1600,Indian Rupees(Rs.),0,0,0,4,4.0,Green,Very Good,286,North Indian,Premium
3600009,Pizza Hut,Mysore,Jayalakhsmipuram,"Jayalakhsmipuram, Mysore","Pizza, Italian",700,Indian Rupees(Rs.),0,0,0,2,4.0,Green,Very Good,304,Pizza,Premium
3600361,Tandooriwala,Mysore,Kuvempunagar,"Kuvempunagar, Mysore",North Indian,700,Indian Rupees(Rs.),0,0,0,2,3.5,Yellow,Good,127,North Indian,Premium
3600148,Jungle The Restaurant,Mysore,"Pai Hotels, Doora","Pai Hotels, Doora, Mysore","North Indian, Continental, Chinese",1000,Indian Rupees(Rs.),0,0,0,3,3.7,Yellow,Good,132,North Indian,Premium
3600436,The Barge Restaurant,Mysore,Vijay Nagar,"Vijay Nagar, Mysore","Continental, Chinese, North Indian",1500,Indian Rupees(Rs.),0,0,0,4,3.3,Orange,Average,11,Continental,Premium
3600008,By The Way,Mysore,Vijay Nagar,"Vijay Nagar, Mysore","North Indian, Chinese, South Indian",650,Indian Rupees(Rs.),0,0,0,2,3.6,Yellow,Good,190,North Indian,Midrange
3600354,Cafe Cornucopia,Mysore,Vijay Nagar,"Vijay Nagar, Mysore","Cafe, Continental, European, Beverages",700,Indian Rupees(Rs.),0,0,0,2,3.6,Yellow,Good,140,Cafe,Premium
3600285,Mezzaluna,Mysore,Vijay Nagar,"Vijay Nagar, Mysore","Continental, South Indian",650,Indian Rupees(Rs.),0,0,0,2,3.8,Yellow,Good,249,Continental,Midrange
3600072,Nanking,Mysore,Vijay Nagar,"Vijay Nagar, Mysore","Chinese, Thai",550,Indian Rupees(Rs.),0,0,0,2,3.7,Yellow,Good,208,Chinese,Midrange
3600022,Oyster Bay,Mysore,Vijay Nagar,"Vijay Nagar, Mysore","North Indian, Asian, Continental",1000,Indian Rupees(Rs.),0,0,0,3,3.6,Yellow,Good,270,North Indian,Premium
3600014,Purple Haze,Mysore,Vijay Nagar,"Vijay Nagar, Mysore",Finger Food,1200,Indian Rupees(Rs.),0,0,0,3,3.7,Yellow,Good,183,Finger Food,Premium
3301308,House Of Caffeine,Nagpur,Bajaj Nagar,"Bajaj Nagar, Nagpur",Fast Food,500,Indian Rupees(Rs.),0,0,0,2,3.3,Orange,Average,27,Fast Food,Midrange
3300780,Hide Out The Street Cafe,Nagpur,Bajaj Nagar,"Bajaj Nagar, Nagpur",Cafe,250,Indian Rupees(Rs.),0,0,0,1,3.8,Yellow,Good,73,Cafe,Budget
3301236,Tapri The Chai Books Cafe,Nagpur,Bajaj Nagar,"Bajaj Nagar, Nagpur","Continental, Fast Food, Tea",250,Indian Rupees(Rs.),0,0,0,1,3.9,Yellow,Good,26,Continental,Budget
3300369,Eat Street Express,Nagpur,Bajaj Nagar,"Bajaj Nagar, Nagpur","North Indian, Chinese",500,Indian Rupees(Rs.),0,1,0,2,4.0,Green,Very Good,103,North Indian,Midrange
3301013,Zaikart,Nagpur,Bajaj Nagar,"Bajaj Nagar, Nagpur","North Indian, Mughlai",550,Indian Rupees(Rs.),0,1,0,2,4.3,Green,Very Good,88,North Indian,Midrange
3300741,Cafe Zinea,Nagpur,Civil Lines,"Civil Lines, Nagpur","Cafe, Chinese, Fast Food, Italian",400,Indian Rupees(Rs.),0,1,0,2,3.7,Yellow,Good,201,Cafe,Midrange
3300138,Checker'S,Nagpur,Civil Lines,"Civil Lines, Nagpur","Fast Food, Chinese",550,Indian Rupees(Rs.),0,1,0,2,4.0,Green,Very Good,185,Fast Food,Midrange
3300949,The B.A.W.A,Nagpur,Civil Lines,"Civil Lines, Nagpur",Cafe,600,Indian Rupees(Rs.),0,1,0,2,4.2,Green,Very Good,164,Cafe,Midrange
3300065,Fsb,Nagpur,Dhantoli,"Dhantoli, Nagpur","Continental, North Indian, Thai, Chinese",1100,Indian Rupees(Rs.),0,0,0,3,4.3,Green,Very Good,270,Continental,Premium
3300416,Nescafí Illusions,Nagpur,Dharampeth,"Dharampeth, Nagpur",Cafe,350,Indian Rupees(Rs.),0,0,0,2,3.9,Yellow,Good,140,Cafe,Midrange
3301169,Nineties,Nagpur,Dharampeth,"Dharampeth, Nagpur","Cafe, Fast Food",250,Indian Rupees(Rs.),0,1,0,1,3.9,Yellow,Good,19,Cafe,Budget
3300061,Mocha,Nagpur,Dharampeth,"Dharampeth, Nagpur","Cafe, Continental",750,Indian Rupees(Rs.),0,1,0,3,4.0,Green,Very Good,284,Cafe,Premium
3300107,The Zuree Urban Kitchen,Nagpur,Mohan Nagar,"Mohan Nagar, Nagpur","North Indian, Italian, Continental",1200,Indian Rupees(Rs.),0,1,0,3,4.4,Green,Very Good,257,North Indian,Premium
3300058,The Breakfast Story,Nagpur,Pratap Nagar,"Pratap Nagar, Nagpur",Cafe,600,Indian Rupees(Rs.),0,0,0,2,4.5,Dark Green,Excellent,520,Cafe,Midrange
3300057,Ten Downing Street Restaurant & Bar,Nagpur,Ramdaspeth,"Ramdaspeth, Nagpur","Chinese, Continental, North Indian",1000,Indian Rupees(Rs.),0,0,0,3,4.0,Green,Very Good,306,Chinese,Premium
3300041,Ashoka Restaurant,Nagpur,Sadar,"Sadar, Nagpur","North Indian, Chinese, Continental",1300,Indian Rupees(Rs.),0,1,0,3,4.2,Green,Very Good,275,North Indian,Premium
3300958,Barbeque Nation,Nagpur,Sitabuldi,"Sitabuldi, Nagpur","North Indian, European, Mediterranean",1600,Indian Rupees(Rs.),0,0,0,4,4.9,Dark Green,Excellent,226,North Indian,Premium
3300707,Kfc,Nagpur,Sitabuldi,"Sitabuldi, Nagpur","American, Fast Food",550,Indian Rupees(Rs.),0,1,0,2,2.2,Red,Poor,147,American,Midrange
3300070,Moksh The Restro Lounge,Nagpur,Sitabuldi,"Sitabuldi, Nagpur","Seafood, Chinese, Thai",1000,Indian Rupees(Rs.),0,0,0,3,4.0,Green,Very Good,100,Seafood,Premium
3301035,Mainland China,Nagpur,Vivekanand Nagar,"Vivekanand Nagar, Nagpur",Chinese,1000,Indian Rupees(Rs.),0,0,0,3,3.8,Yellow,Good,45,Chinese,Premium
1600227,Divtya Budhlya Wada Restaurant,Nashik,Anand Wali Goan,"Anand Wali Goan, Nashik",Maharashtrian,400,Indian Rupees(Rs.),0,0,0,2,3.8,Yellow,Good,76,Maharashtrian,Midrange
1600280,Spice Route,Nashik,Anand Wali Goan,"Anand Wali Goan, Nashik","North Indian, Maharashtrian",1000,Indian Rupees(Rs.),0,0,0,4,3.6,Yellow,Good,91,North Indian,Premium
1600169,Veg Aroma,Nashik,Anand Wali Goan,"Anand Wali Goan, Nashik",North Indian,600,Indian Rupees(Rs.),0,0,0,3,3.6,Yellow,Good,125,North Indian,Midrange
1600109,Eastern Spice,Nashik,"Bon Vivant, College Road","Bon Vivant, College Road, Nashik",North Indian,800,Indian Rupees(Rs.),0,0,0,3,3.5,Yellow,Good,140,North Indian,Premium
1600108,The Bake Studio,Nashik,"Bon Vivant, College Road","Bon Vivant, College Road, Nashik","Cafe, Desserts",400,Indian Rupees(Rs.),0,0,0,2,3.6,Yellow,Good,86,Cafe,Midrange
1600258,Barbeque Nation,Nashik,"City Center, Parijat Nagar","City Center, Parijat Nagar, Nashik","North Indian, European, Mediterranean, Asian",1500,Indian Rupees(Rs.),0,0,0,4,3.8,Yellow,Good,117,North Indian,Premium
1600252,Chai Tapri,Nashik,College Road,"College Road, Nashik",Cafe,150,Indian Rupees(Rs.),0,0,0,1,3.4,Orange,Average,86,Cafe,Budget
1600007,Curry Leaves,Nashik,College Road,"College Road, Nashik","North Indian, Chinese, Fast Food",600,Indian Rupees(Rs.),0,0,0,3,3.4,Orange,Average,162,North Indian,Midrange
1600053,Enter The Dragon,Nashik,College Road,"College Road, Nashik",Chinese,700,Indian Rupees(Rs.),0,0,0,3,3.4,Orange,Average,177,Chinese,Premium
1600326,The Cafe Katta,Nashik,College Road,"College Road, Nashik",Cafe,600,Indian Rupees(Rs.),0,0,0,3,3.3,Orange,Average,15,Cafe,Midrange
1600307,White X Sky Lounge,Nashik,College Road,"College Road, Nashik",North Indian,800,Indian Rupees(Rs.),0,0,0,3,3.4,Orange,Average,24,North Indian,Premium
1600219,12212,Nashik,College Road,"College Road, Nashik",Fast Food,400,Indian Rupees(Rs.),0,0,0,2,3.5,Yellow,Good,80,Fast Food,Midrange
1600067,Al Arabian Express,Nashik,College Road,"College Road, Nashik",Mughlai,500,Indian Rupees(Rs.),0,0,0,3,3.7,Yellow,Good,162,Mughlai,Midrange
1600039,Riverdine Restaurant & Bar,Nashik,College Road,"College Road, Nashik","North Indian, Chinese",500,Indian Rupees(Rs.),0,0,0,3,3.5,Yellow,Good,166,North Indian,Midrange
1600029,Barbeque Ville,Nashik,Parijat Nagar,"Parijat Nagar, Nashik",North Indian,1100,Indian Rupees(Rs.),0,0,0,4,3.8,Yellow,Good,164,North Indian,Premium
1600292,Little Italy,Nashik,Satpur,"Satpur, Nashik",Italian,800,Indian Rupees(Rs.),0,0,0,3,3.0,Orange,Average,25,Italian,Premium
1600298,Soma At Sula,Nashik,Satpur,"Satpur, Nashik",North Indian,1000,Indian Rupees(Rs.),0,0,0,4,3.3,Orange,Average,33,North Indian,Premium
1600095,Hotel Radhakrishna,Nashik,Satpur,"Satpur, Nashik","Malwani, North Indian, Chinese, Seafood",400,Indian Rupees(Rs.),0,0,0,2,3.5,Yellow,Good,77,Malwani,Midrange
1600205,Sadhana Restaurant,Nashik,Satpur,"Satpur, Nashik",Maharashtrian,100,Indian Rupees(Rs.),0,0,0,1,3.9,Yellow,Good,218,Maharashtrian,Budget
1600212,House Of Flavours,Nashik,"Ssk Solitaire, Satpur","Ssk Solitaire, Satpur, Nashik","North Indian, Chinese, Continental",900,Indian Rupees(Rs.),0,0,0,3,3.4,Orange,Average,71,North Indian,Premium
18216944,Burger.In,New Delhi,Adchini,"Adchini, New Delhi",Fast Food,350,Indian Rupees(Rs.),0,1,0,1,3.2,Orange,Average,46,Fast Food,Midrange
313333,Days Of The Raj,New Delhi,Adchini,"Adchini, New Delhi","North Indian, Seafood, Continental",1500,Indian Rupees(Rs.),1,1,0,3,3.4,Orange,Average,45,North Indian,Premium
18384127,Dilli Ka Dhaba,New Delhi,Adchini,"Adchini, New Delhi","South Indian, North Indian",500,Indian Rupees(Rs.),0,0,0,2,2.6,Orange,Average,11,South Indian,Midrange
582,Govardhan,New Delhi,Adchini,"Adchini, New Delhi","South Indian, North Indian, Chinese",500,Indian Rupees(Rs.),0,1,0,2,3.4,Orange,Average,238,South Indian,Midrange
18414465,Mezbaan Grills,New Delhi,Adchini,"Adchini, New Delhi",Mughlai,400,Indian Rupees(Rs.),0,0,0,1,3.1,Orange,Average,8,Mughlai,Midrange
304243,Say Cheese,New Delhi,Adchini,"Adchini, New Delhi",Fast Food,400,Indian Rupees(Rs.),0,1,0,1,2.7,Orange,Average,64,Fast Food,Midrange
3554,Southy,New Delhi,Adchini,"Adchini, New Delhi",South Indian,450,Indian Rupees(Rs.),0,1,0,1,2.6,Orange,Average,113,South Indian,Midrange
18369872,Monosoz,New Delhi,Adchini,"Adchini, New Delhi",Pizza,300,Indian Rupees(Rs.),0,1,0,1,3.7,Yellow,Good,66,Pizza,Midrange
948,Waves,New Delhi,Adchini,"Adchini, New Delhi","North Indian, Chinese",1500,Indian Rupees(Rs.),1,1,0,3,3.5,Yellow,Good,141,North Indian,Premium
2853,Delhi Darbar,New Delhi,Adchini,"Adchini, New Delhi","Chinese, North Indian",500,Indian Rupees(Rs.),0,0,0,2,2.2,Red,Poor,77,Chinese,Midrange
